topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,4,10,10,0,1,10,1024,100,5,29,0.0786879974185185
4,1,4,10,1,1,1,1000,512,10000,2,29,0.014360137715251756
4,1,4,1000000,1,1,1,1000,1024,10000,5,29,0.0007592164528700379
4,1,2,10,10,1,1,1000,1024,10000,5,29,0.08615202127131888
2,1,4,1000000,10,1,1000,10,1024,10000,2,29,2.0000035089069317
2,10,2,1000000,10,1,1,10,1024,10000,5,29,2.000034413569134
2,1,4,1000000,10,1,1000,1000,512,10000,5,29,1.9999875171551011
4,10,4,10,10,1,1,1000,512,10000,5,29,0.07827260892575978
2,1,2,1000000,10,0,1,1000,512,100,5,29,2.0000045320332465
4,1,2,1000000,10,0,1,10,512,10000,5,29,2.0000091331657806
4,10,4,1000000,10,1,1,1000,512,10000,2,0,2.0000044203688225
4,10,4,1000000,1,1,1000,10,1024,10000,2,29,2.0000254281471506
4,10,2,1000000,10,0,1000,1000,512,10000,2,29,9.596840502948009e-05
4,1,2,1000000,10,0,1,10,1024,10000,5,29,2.000004672454508
4,1,4,1000000,10,1,1000,10,512,10000,2,0,1.999984080746624
4,1,2,1000000,10,0,1000,10,512,10000,2,29,2.000001235755948
2,1,4,1000000,10,0,1,10,512,100,2,0,1.999990242234493
4,1,2,10,1,1,1000,1000,512,100,5,0,2.0000566584339796
4,10,4,1000000,1,1,1000,1000,1024,10000,5,29,1.9999797532007524
4,10,4,10,1,1,1,1000,1024,10000,5,0,0.014067194815655935
4,1,2,1000000,1,0,1,10,512,10000,5,29,2.000120602477096
2,10,4,1000000,10,0,1000,1000,512,10000,5,0,2.0000384905994806
2,1,4,10,10,0,1,10,1024,10000,2,29,2.000036374490799
2,1,4,10,1,0,1000,10,1024,10000,5,0,1.9999442022406537
4,10,2,10,10,1,1,10,512,10000,5,29,1.9998135385099767
4,10,4,10,1,0,1,10,512,100,5,0,0.014608331402230603
2,10,2,10,10,1,1,10,1024,10000,2,29,2.0000072915641502
2,10,4,10,1,0,1000,10,1024,100,5,0,0.3038039076339533
