ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,76281.2
0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,74915.6
1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,75086.4
1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,94272.2
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,80244.2
0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,81607.2
0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,89944.4
0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,78084.8
0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,88185.4
1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,67944.4
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,58257.8
0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,86440.0
1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,64253.6
1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,87294.4
1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,95226.6
0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,92610.2
0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,79453.8
1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,87493.0
1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,90608.0
1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,68669.4
1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,79495.8
