topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,10,10,1,1,1000,512,10000,2,29,0.1497234324257873
4,1,4,1000000,10,0,1,1000,1024,100,5,29,1.9999170758064764
2,10,4,1000000,1,0,1000,10,512,100,5,29,3.1618337460292804e-05
2,1,2,1000000,10,1,1,10,1024,100,2,0,2.0000485118627007
4,10,2,1000000,1,1,1000,1000,512,10000,2,0,1.9999773529847282
4,1,4,10,10,0,1000,1000,512,10000,5,29,0.17859432250406385
4,1,2,1000000,10,1,1,1000,1024,10000,2,29,0.007242527596522719
2,1,2,10,10,1,1,10,512,100,5,29,0.13964260546127638
2,10,4,10,10,0,1,10,1024,10000,2,29,2.000063233272433
2,10,4,1000000,1,0,1000,1000,1024,100,5,29,1.9999956695292127
4,1,2,1000000,1,1,1,1000,1024,10000,5,0,0.0008036638763754813
