ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,71882.2
1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,78354.4
1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,65950.8
1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,65354.8
0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,75543.4
0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64077.6
0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,85882.0
1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,80653.6
0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,79442.8
1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,84357.8
1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,74433.2
0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,79939.8
0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,84509.6
1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,77158.6
1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,94518.2
1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,75655.8
0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,69736.4
0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,89665.2
1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,80642.8
0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,88548.6
1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,66224.8
0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,84041.4
1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,88411.2
1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,67955.8
1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,78569.0
0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,76839.4
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,73149.0
0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,77513.8
1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,72204.2
1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,85242.0
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,74571.2
0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,87767.0
1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,92388.2
0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,67096.8
1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,70869.8
0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,90682.8
1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,89690.2
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,80430.2
