topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,4,10,1,1,1,10,1024,100,5,0,0.014427236533481463
4,10,4,10,1,1,1,1000,512,10000,2,29,0.014781845107790329
4,1,4,1000000,1,0,1000,10,1024,100,5,0,0.00026523213020553197
2,10,4,1000000,10,1,1000,1000,512,10000,2,29,1.999961345998508
4,1,4,10,1,1,1,1000,1024,100,5,0,1.9999901514814333
2,10,4,1000000,10,0,1,1000,1024,10000,2,0,2.000044752141614
4,10,4,10,10,0,1,10,1024,10000,5,29,2.0000419218787004
4,1,4,1000000,10,1,1,1000,512,100,2,29,2.0000441907525013
2,1,4,10,1,1,1000,1000,512,100,2,29,1.999935564672563
4,10,2,10,1,1,1000,10,1024,10000,5,29,2.000074972977059
2,10,2,10,10,0,1000,10,1024,100,2,0,0.8119907269656302
4,1,2,10,10,0,1,1000,512,100,5,0,2.0000050589622203
2,10,4,1000000,1,0,1000,10,512,100,2,29,0.0008017068503718591
2,1,4,10,10,0,1,10,1024,10000,5,29,2.0000659037766906
2,10,4,1000000,10,1,1,10,512,100,5,0,1.999958798745549
2,1,4,1000000,10,0,1,10,512,10000,2,0,1.9999771637648145
4,10,4,10,1,1,1000,10,512,10000,2,29,1.9999579169180997
4,10,4,10,10,1,1,10,512,10000,5,29,2.000032482512772
2,10,4,10,1,0,1,10,1024,100,2,29,0.014795449362474946
2,10,4,10,1,1,1000,1000,1024,10000,5,0,0.2996094982322815
2,1,2,1000000,1,0,1,1000,512,100,2,29,1.9998909023962785
2,1,4,1000000,10,1,1,1000,512,10000,2,0,2.0001379653116707
4,1,4,1000000,10,0,1000,10,512,100,2,29,1.9999544998662444
4,1,2,10,10,0,1000,1000,512,10000,5,0,0.21583794865016181
4,10,2,10,10,1,1000,1000,512,10000,5,0,0.19526014515097193
2,10,4,1000000,1,1,1000,10,1024,100,2,29,0.004855718018959329
4,1,4,1000000,1,1,1000,1000,1024,100,5,29,2.000050360903579
4,1,4,1000000,10,1,1000,1000,1024,100,2,0,1.9999933233372493
4,1,4,10,1,1,1,1000,1024,100,5,0,2.0000122992984326
2,10,4,10,10,1,1000,10,512,10000,2,29,2.0000179432571863
4,1,2,10,10,1,1000,1000,512,10000,2,29,0.53326798256245
4,1,4,10,10,1,1,1000,512,10000,2,0,0.14548113651601716
4,1,2,1000000,10,1,1,10,512,10000,2,29,1.9999861237676273
2,1,4,1000000,1,0,1,1000,512,10000,5,29,0.0008647247120157404
4,1,4,10,1,1,1,1000,1024,100,5,29,2.0000985892240144
4,10,2,10,10,1,1000,10,1024,10000,5,29,1.9999872625585884
4,10,4,10,1,0,1000,10,1024,10000,5,0,2.0001665066171954
2,1,2,10,1,0,1,10,512,10000,5,29,2.000061974531788
2,10,2,1000000,1,1,1000,10,1024,100,5,29,0.0002211952190032042
2,10,4,10,1,1,1000,1000,512,100,2,29,1.9999823384033222
2,10,2,10,1,1,1000,1000,1024,10000,2,0,0.762839733059043
4,1,2,1000000,10,1,1000,1000,1024,10000,2,0,1.9999655342802243
4,1,2,1000000,1,1,1000,10,1024,100,2,0,0.005134885512032967
4,1,2,10,10,0,1000,10,512,10000,2,29,2.0000787201899946
2,1,2,10,1,1,1,1000,1024,10000,5,0,0.015169032008021324
4,10,2,10,10,1,1,10,1024,100,5,0,0.08143723305093124
2,10,2,10,10,0,1,1000,512,10000,5,0,0.1361523717708318
2,1,4,1000000,1,0,1000,1000,512,10000,2,29,2.000046558481307
4,10,2,10,1,0,1000,1000,1024,100,5,29,2.0000678387588593
4,1,4,1000000,1,0,1000,1000,512,100,2,29,2.000002911432581
4,10,4,10,10,0,1000,1000,512,100,5,0,1.999934190087852
2,1,2,10,10,0,1,10,1024,100,2,0,0.14930531000056782
2,1,4,1000000,1,0,1,10,1024,100,2,0,0.0012501027091501573
4,10,4,1000000,1,1,1,10,1024,10000,2,29,2.000070125137586
4,10,4,10,10,1,1000,10,1024,10000,5,29,1.9999918521638695
4,10,2,10,10,0,1000,1000,512,100,2,29,1.9999832500597128
4,10,4,10,1,1,1,10,1024,10000,2,29,2.000068288647696
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,0.005846131017363185
4,10,4,1000000,1,0,1,10,1024,100,5,0,0.0007968861509988732
2,10,4,1000000,1,0,1000,1000,1024,100,2,0,1.9999547283021046
2,10,2,10,10,1,1000,1000,512,10000,5,29,0.28055558687165016
4,10,2,10,10,1,1000,1000,1024,10000,5,29,0.19933616541798826
2,1,4,10,10,0,1,10,512,100,2,0,0.1497067160570609
4,10,4,10,10,1,1,1000,1024,10000,5,29,0.0787474160386069
4,10,2,10,10,0,1,1000,512,100,5,0,2.0000636443970463
4,10,2,10,10,0,1000,1000,1024,100,2,0,1.9999249346420933
4,10,2,10,10,1,1000,10,1024,100,2,29,0.5125187346778545
2,1,2,1000000,10,0,1000,1000,1024,100,5,0,1.9998678308652262
4,10,4,10,10,0,1000,1000,1024,10000,2,0,0.43693778689790114
4,10,2,1000000,1,0,1000,10,512,10000,5,29,1.9999814153910729
2,1,4,10,10,0,1,10,512,10000,2,29,1.9999915192327287
4,1,2,10,1,1,1000,10,512,10000,5,29,2.000078664673319
4,10,4,1000000,1,1,1000,1000,1024,100,2,29,2.0000195560912775
4,1,2,1000000,10,1,1,1000,1024,10000,2,0,0.005201291697833653
2,10,2,1000000,10,1,1000,10,512,100,2,0,1.9999429632065968
4,1,4,1000000,10,0,1,1000,512,10000,2,29,0.005506671992149479
