spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,0,1,1,0,0,1,1,0,0,0,0,1,1,0.006997342363964678
0,0,0,0,0,0,1,1,0,0,1,1,0,1,0.006948757019500859
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0.9920697740514681
0,1,1,0,1,0,0,0,1,0,1,1,0,0,0.009947561593469692
1,1,0,1,0,0,1,0,1,0,0,1,1,1,0.9979295765966287
0,1,0,1,1,0,1,1,0,0,0,1,0,0,0.003955266038553711
1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.994010761090502
1,1,1,1,0,0,1,1,1,0,0,1,1,1,0.9979646282066114
1,1,0,1,0,0,0,0,1,1,0,1,0,0,0.9970949633522398
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.006868013340330462
0,0,0,1,1,0,1,1,0,1,0,0,1,0,0.0029358892207583757
1,0,1,1,1,0,0,1,0,1,1,1,1,0,0.9940870805403502
1,1,1,0,0,1,1,0,0,0,0,0,1,0,0.9930313456439904
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0060079507275532405
1,0,0,1,0,1,1,0,0,0,1,1,1,1,0.9939926710762039
1,0,1,0,1,1,1,0,1,0,0,0,1,1,0.9920565186584366
1,0,0,0,1,0,0,1,1,1,0,0,1,1,0.9939627798864845
0,0,0,1,0,1,0,1,0,1,0,1,0,0,0.006967859178864805
0,0,1,1,0,0,1,0,1,0,1,0,0,0,0.006013114263315557
0,1,1,1,1,0,1,0,1,0,1,1,0,0,0.010942149402056916
0,1,1,1,0,0,0,1,0,0,0,1,0,1,0.004036218248044517
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0.9941469049092748
