topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,2,1000000,1,0,1,10,512,10000,5,0,1.9999576902432026
4,10,2,10,10,1,1000,10,512,100,2,0,0.5396376312573546
2,10,4,1000000,1,0,1000,1000,512,100,2,0,1.999983478380629
2,10,2,10,10,1,1,1000,512,10000,2,29,0.1494341608938772
4,10,2,10,10,1,1000,1000,1024,100,2,0,1.9999917276089765
2,1,4,1000000,1,1,1,10,512,10000,2,29,2.000036266094874
2,1,4,1000000,1,0,1000,10,1024,100,5,0,7.55838669567178e-05
2,1,4,1000000,1,0,1000,1000,512,10000,2,29,2.0000394608254415
4,10,2,1000000,10,0,1000,10,512,10000,5,29,2.000009784282177
4,1,4,10,1,0,1000,10,1024,10000,5,29,2.000038979486043
2,1,2,10,10,1,1000,10,1024,100,2,0,0.7598681475813983
2,1,4,10,10,0,1,1000,1024,10000,5,0,0.13888822566681894
2,1,4,1000000,10,0,1,10,1024,10000,2,29,1.9998908059697194
2,10,4,1000000,1,1,1,10,1024,10000,2,29,1.9999649117080427
4,1,2,1000000,10,1,1000,1000,512,100,5,29,2.0001120536994677
4,1,2,1000000,1,0,1,10,512,100,5,29,0.0006240551677783099
4,1,4,10,10,0,1000,10,1024,10000,5,0,1.9999765482216045
4,1,4,10,1,1,1000,10,1024,10000,5,0,2.0000087169725123
2,10,2,1000000,10,0,1000,10,1024,100,5,29,2.000011679823233
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,2.636665566054114e-05
2,1,4,1000000,10,0,1,1000,512,100,2,29,2.0000530844027136
4,1,2,10,10,1,1,1000,1024,100,2,0,1.9999701406942065
2,10,4,1000000,1,1,1,10,1024,10000,5,0,2.000010272747957
2,1,2,1000000,1,1,1,10,1024,10000,2,29,2.0000071539274766
4,10,2,1000000,1,0,1000,10,1024,10000,5,29,2.000089658570893
4,1,2,10,1,0,1,1000,512,100,5,29,1.9998797397077333
4,10,2,1000000,1,1,1000,10,1024,100,5,0,2.000108493400114
4,1,2,10,1,1,1,10,1024,100,5,29,0.014396876662213594
2,10,4,10,1,1,1,10,1024,10000,5,29,2.0000698417897316
