ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,72456.4
0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,74645.2
1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,73315.8
1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,72575.6
1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,72011.2
1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,89689.8
1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,85332.8
1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,69869.0
0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,84740.0
0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,86455.2
1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,62132.4
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,64226.8
0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,77061.8
0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,79023.6
1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,97102.8
0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,72906.8
0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,64909.2
1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,96324.6
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,74561.6
0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,86710.0
0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,67653.6
0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,83394.0
0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,67710.8
1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,83718.0
0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,80288.8
0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,80336.8
1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,66572.4
1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,80376.4
0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,84295.0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,59917.8
1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,86757.2
1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,78314.2
1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,95029.2
0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,77535.6
1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,79931.2
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65959.6
0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,81860.6
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,69779.4
0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,87703.2
1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,72758.8
1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,87102.2
0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,77658.2
1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,73231.0
1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,84799.6
0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,79647.6
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,60030.0
1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,81468.2
1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,89485.8
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,63878.6
0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,73225.0
0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,84367.2
1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,88823.2
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,67139.8
1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,81780.8
1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,74009.8
