ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,79429.6
1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,65020.2
0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,81643.0
0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,72365.2
0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,72596.4
0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,76933.8
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,82267.2
1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,70913.6
1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,92490.4
1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,93074.6
1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,67957.0
1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,75772.4
0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,80556.2
