ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,77181.2
1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,76393.2
1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,68704.8
1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,76693.4
0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,62527.8
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,68801.8
0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,75590.6
1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,89809.6
0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,78915.0
1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,72105.4
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,88856.0
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,61878.0
0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,64720.6
0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,91832.0
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,81167.8
1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,84250.8
0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,65955.2
0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,88372.8
1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,86624.2
1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,86029.0
0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,68244.4
1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,72260.4
1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,82159.8
1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,86554.0
0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,85190.8
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,58497.2
0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,78615.6
1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,71712.8
1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,82002.2
1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,90291.8
0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,80763.8
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,70375.0
1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,73994.2
0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,75582.2
1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,68832.6
1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,79035.2
1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,73640.2
0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,77898.6
1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,84217.2
0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,68978.6
1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,66586.6
0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,89206.8
0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,72134.0
0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,88987.0
1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,70971.2
1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,82898.4
0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,89782.6
1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,86011.8
1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,88743.8
0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,76941.8
0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,74185.4
0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,70729.8
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,81051.0
1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,77757.2
0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,68794.2
1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,80001.4
1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,70252.6
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,82873.0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,65173.0
0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,87326.6
0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,84428.0
0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,68148.6
0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,64189.0
0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,89942.2
1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,88213.2
1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,77088.6
1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,70243.2
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,81660.4
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,83153.8
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,72179.8
0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,74384.0
0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,78049.4
0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,81404.8
