ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,84027.0
1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,95899.2
0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,68618.0
1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,90069.2
1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,94405.0
0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,74967.4
0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,78871.4
1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,77285.4
0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,74095.4
0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,75461.8
0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,72134.0
1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,85636.0
1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,88024.2
1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,70313.6
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,76412.0
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,71282.8
1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,83307.2
