topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,2,1000000,1,0,1000,10,1024,100,5,29,0.0014159812171754221
4,1,2,10,1,0,1,1000,1024,10000,5,29,0.014508052523612971
2,10,4,10,10,1,1,10,512,100,2,29,0.14925613537711968
2,1,4,10,10,0,1,1000,512,10000,2,0,0.14979619652781587
2,10,2,10,10,0,1,10,1024,100,5,0,0.13462868088587818
4,1,4,1000000,1,0,1,10,512,10000,5,29,2.0001170537332866
2,10,2,10,10,1,1000,1000,512,10000,5,0,0.30749259681297664
4,10,4,10,1,0,1000,10,1024,100,5,0,0.2134823161369608
2,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.002373264157939
2,1,4,1000000,1,0,1,1000,1024,100,2,0,2.0000625625917023
4,1,2,10,1,0,1000,10,512,10000,5,0,1.9999676836597733
4,1,2,1000000,10,0,1000,10,1024,100,5,0,1.999970102863143
2,1,2,1000000,10,0,1000,10,1024,100,5,0,1.999942246481081
4,1,2,10,1,1,1000,1000,512,10000,5,29,0.22673731049723642
4,1,2,10,1,1,1000,1000,512,100,2,0,2.00001902709864
4,10,4,1000000,1,1,1000,1000,1024,10000,5,0,1.9999527669016006
4,1,2,10,1,0,1000,10,512,100,2,0,0.45086647914338635
2,1,4,10,10,1,1,1000,1024,10000,2,0,0.1494325772388185
2,10,2,1000000,10,1,1,10,1024,10000,5,29,2.0000459559166828
4,10,2,10,10,0,1000,1000,1024,100,5,29,2.000057129513482
4,10,4,10,1,0,1,1000,1024,10000,2,29,0.014784734387574388
2,10,4,1000000,1,0,1,1000,512,10000,5,0,0.000926473660012746
4,10,4,10,1,0,1,10,512,100,2,0,0.01474321962286484
2,10,2,10,10,0,1000,10,1024,10000,5,0,2.000056914283743
4,1,4,1000000,1,1,1000,1000,1024,100,5,29,1.999973546152562
4,10,2,10,10,0,1,1000,1024,100,5,0,2.000026161509823
4,1,2,1000000,10,0,1000,1000,1024,10000,5,0,1.9999789871259042
4,1,2,1000000,1,0,1000,10,1024,10000,2,29,1.999958756647269
2,10,2,10,1,0,1,1000,1024,10000,2,29,0.0147561521801757
2,10,2,1000000,10,0,1,1000,1024,100,2,29,1.9999343423000535
4,1,2,1000000,1,1,1000,1000,512,100,2,0,1.99998009059137
4,1,4,10,1,0,1,10,512,100,2,0,0.008630074960111337
4,10,4,1000000,10,1,1,10,1024,100,5,29,0.0003797099790956186
2,1,2,10,1,0,1,1000,512,100,5,0,2.000031381925751
4,10,2,1000000,1,0,1000,1000,512,10000,5,0,0.0007537074683972182
4,10,2,10,1,0,1000,10,1024,10000,5,0,1.9999245813197257
2,10,2,10,10,1,1,1000,1024,10000,2,0,0.14922903277338848
4,1,4,1000000,10,1,1000,10,512,100,2,29,1.99998135725575
2,1,2,1000000,1,0,1000,10,512,10000,2,29,1.9999388981468063
4,10,2,10,1,1,1,10,512,10000,2,0,1.9999931049962048
4,10,4,1000000,1,0,1,10,512,10000,5,29,2.00007262378038
