ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,71551.4
1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,77567.8
1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,85094.0
0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,68006.6
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,78831.4
0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,85001.8
0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,72503.0
1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,90706.6
1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,72979.4
0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,70087.0
1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,78654.8
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,69615.6
1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,81829.8
1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,66302.2
1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,82512.8
0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,88743.6
1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,89377.0
0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,83786.4
0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,80132.0
1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,89041.6
1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,66566.4
0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,69848.4
0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,90595.6
1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,80927.2
1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,78804.8
1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,80275.8
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,63556.8
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,70319.0
0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,77451.2
0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,82439.6
1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,80073.6
1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,81977.2
0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,90264.4
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,66461.4
1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,70606.6
1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,82881.8
0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,86215.2
1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,73642.6
1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,65918.8
1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,63871.6
1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,73834.6
0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,86562.8
1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,62185.0
1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,71655.6
1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,88577.6
0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,76932.6
0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,85067.4
1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,81862.8
1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,79825.4
0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,69112.2
0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,65280.8
1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,95367.0
1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,87441.6
