ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,68617.4
0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,71268.4
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,71904.8
1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,66830.8
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,82306.2
1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,90783.8
0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,85760.4
1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,73147.4
1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,82149.2
1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,85542.0
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,71852.0
