spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.0000735746754235
0,1,1,1,0,1,0,1,1,1,0,1,1,0,0.013745015580299202
0,0,1,0,0,1,1,1,0,1,1,0,0,0,0.00699598473393612
1,1,0,0,0,1,0,0,0,1,0,0,1,1,0.993012945173092
1,0,1,1,0,0,1,1,1,1,1,1,0,1,0.9979644135074651
1,0,0,1,0,1,0,0,1,1,1,0,1,1,0.9940204688452584
1,1,1,1,1,0,1,0,1,0,1,0,1,0,0.9950358773565803
1,1,1,1,0,1,1,1,0,0,1,1,0,0,0.17574987313344245
0,1,0,1,0,0,1,0,1,0,0,0,1,1,0.005013234267792114
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.006910924480500568
0,1,1,1,0,0,1,1,1,0,1,1,1,1,0.0030218757282808838
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.027812486060484504
1,0,0,0,1,0,1,0,1,1,1,0,0,1,0.9940615314422033
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.003929718115542478
1,1,1,1,0,1,1,1,0,1,1,1,1,0,0.17270541973989348
1,1,1,1,1,0,0,1,1,0,1,0,1,1,0.9941398426029838
0,0,0,0,0,1,0,0,1,1,1,0,1,1,0.006945031842796152
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.005840204952374539
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.0069560221689272984
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.02882891009672071
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.9941284622194256
0,1,0,1,1,0,0,1,1,0,0,0,0,1,0.0098855844702005
1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.9941244696716485
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.014001219981970974
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0.015886073477132317
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0.03077289007791512
1,0,0,1,0,1,0,0,0,1,0,1,1,1,0.9920915798906932
0,1,0,1,1,1,1,1,1,0,1,1,0,0,0.01673839889774652
0,1,1,1,1,1,0,0,1,0,1,0,1,0,0.019962739845090657
0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.008010086079647042
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.9930887608609938
1,1,0,1,0,0,1,1,1,0,0,0,1,1,0.9981153640129871
0,1,1,0,0,1,0,1,0,0,0,1,0,1,0.012944865001081995
1,0,0,1,0,1,1,0,1,0,0,0,0,1,0.9940307518681593
1,0,0,1,0,0,1,0,1,1,1,1,0,0,0.9990554012825984
0,1,0,0,1,0,0,1,0,1,1,1,0,1,0.008922387517880681
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0.9920558481798235
0,1,0,0,1,0,1,1,0,1,0,1,1,0,0.02492362525530542
1,1,1,0,1,1,1,0,0,0,0,1,0,1,0.9939887892621826
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.9940392767055913
1,0,1,0,1,1,0,0,0,0,1,1,0,0,0.9940522424795071
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0070507608452889
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.9920440200119981
1,1,1,1,1,0,0,1,1,0,0,0,0,0,0.9960767741894688
1,0,0,0,1,1,0,1,1,0,0,0,0,0,0.9931344890189854
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.9939641025701261
0,0,0,0,1,0,0,1,1,1,0,1,0,1,0.028723488130215958
1,1,1,1,0,1,0,1,0,0,1,0,1,0,0.9930597613605575
0,0,0,1,0,1,1,1,0,0,0,1,1,1,0.006959305913556754
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.008846507246081735
1,0,0,1,1,0,1,1,0,1,1,1,1,1,0.9950734013084821
1,1,0,1,0,1,0,1,0,0,1,1,1,1,0.9930859648052307
0,0,1,0,1,1,0,1,1,0,0,1,0,1,0.006952878324029885
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0.012930285235856145
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.9941108431050744
0,0,0,1,0,1,0,1,0,0,0,1,1,1,0.0069429836034441495
1,1,0,1,1,0,1,0,1,0,0,1,0,0,0.7050420720850621
0,0,1,0,0,1,1,0,1,0,0,0,1,0,0.007019154024912862
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.9940203361446781
0,0,0,1,1,1,0,1,1,1,1,0,0,1,0.006911184184996983
1,0,0,1,1,0,0,0,1,1,0,1,1,1,0.9939686798195474
1,0,0,0,0,1,1,1,1,1,1,0,0,0,0.9940578064604608
0,1,1,1,0,0,1,1,0,0,1,0,0,1,0.002994060809511905
1,1,1,0,1,1,1,1,1,0,0,1,0,1,0.9920869555240426
1,1,1,0,0,1,0,0,1,1,1,1,0,0,0.9921326582735711
0,0,1,1,0,0,0,1,1,1,0,1,0,1,0.0030033091492051977
1,0,1,1,1,0,1,0,0,1,0,0,1,0,0.9941117731546695
1,0,0,0,0,0,0,0,1,1,0,1,0,1,0.9919362353576848
0,1,0,0,1,0,0,1,1,1,0,1,0,1,0.009972175031808764
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0.9918783241851424
1,0,1,1,1,0,1,1,0,0,1,1,0,1,0.9940315235727818
1,0,1,0,0,0,1,0,0,1,0,0,1,1,0.09916329562466293
0,1,1,0,1,0,1,0,1,1,0,1,1,1,0.021746646407432388
