ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,61701.2
1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,65117.4
0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,81227.4
0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,86157.8
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,82213.6
1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,94297.4
1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,82598.2
0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,94882.6
1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,68077.8
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,65668.0
0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,73879.4
1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,86184.8
1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,66129.4
0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,93241.6
0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,74279.8
1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,62749.4
0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,71170.4
1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,79034.2
0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,69783.2
0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,70051.4
1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,95773.8
1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,80228.2
0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,86404.2
0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,74712.6
1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,76159.8
0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,68330.6
0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,95191.6
0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,86552.2
1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,82980.6
0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,72316.8
0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,72572.0
1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,88855.0
0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,98436.8
0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,68200.6
1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,82597.0
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,73139.6
0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,62525.6
1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,69252.6
1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,94298.2
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,62803.8
0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,71655.2
0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,90331.0
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,76349.8
0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,79270.8
1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,66627.2
0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,85625.2
1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,77368.2
1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,60065.2
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,88048.8
0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,89990.6
0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,83769.6
1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,84897.4
0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,64355.6
0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,77502.8
1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,83992.2
0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,98017.0
1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,86219.8
1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,88743.4
1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,73258.8
0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,70834.8
1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,80507.0
1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,64946.8
0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,65018.0
0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,95633.2
1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,74240.8
0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,70643.4
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,70268.2
1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,74595.4
1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,79653.4
0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,69901.6
