ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,74820.2
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,92011.4
0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,85965.0
0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,78152.6
0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,78972.6
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,63918.6
0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,87232.4
1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,73698.2
1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,87777.8
0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,86826.0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,81600.2
1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,94286.6
0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,74953.2
1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,65484.8
1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,74304.8
0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,68495.0
1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,72423.8
0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,88135.4
0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,84253.6
1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,93098.0
0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,60104.2
1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,87970.6
1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,73758.2
1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,64926.8
0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,83746.4
1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,63311.0
1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,71306.0
1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,69370.6
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,59756.6
0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,71900.2
1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,77658.8
0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,77229.4
0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,69562.4
0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,84923.8
1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,80546.4
0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,85707.4
0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,85774.8
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,62517.4
1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,74913.2
0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,79729.4
1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,76554.4
0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,73732.0
0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,84661.8
1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,73919.2
0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,81081.0
0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,85085.2
1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,72377.6
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67048.4
1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,84367.0
0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,93024.6
0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,68084.0
0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,77561.8
1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,84367.0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,72591.4
0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,76474.8
1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,64723.2
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,65208.8
0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,80526.0
0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,74505.2
1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,62602.4
0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,85989.6
0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,63062.4
1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,68246.4
0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,86258.2
1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,81576.4
