ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,85427.8
0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,75359.8
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,62905.8
1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,67672.4
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,86297.0
1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,86742.8
0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,90020.0
1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,60611.0
1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,84663.2
0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,85205.2
