topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,10,1,0,1,1000,1024,10000,5,29,0.014733231826103756
4,10,4,1000000,10,1,1,1000,512,10000,2,29,0.001865496998335126
2,10,4,10,1,0,1000,1000,1024,10000,2,29,0.9445915863438928
4,1,2,10,1,0,1,10,1024,100,2,29,0.014728227087455614
2,1,2,1000000,10,0,1,10,1024,100,2,29,2.0000188212105674
2,10,2,1000000,1,0,1,10,1024,10000,5,0,1.999975965316085
4,10,4,10,1,0,1000,1000,1024,100,2,29,2.000013439884567
2,1,4,1000000,1,1,1000,10,512,100,5,0,1.9999968304033562
4,1,4,1000000,1,0,1000,1000,512,100,5,29,2.000038316538363
2,10,4,1000000,10,0,1,1000,1024,100,2,29,1.9999004434682872
4,10,2,10,10,0,1000,10,512,10000,2,29,2.000019483602003
4,1,2,10,10,1,1,1000,512,100,2,0,2.000037717367807
2,1,4,10,1,0,1000,10,1024,10000,2,29,2.0000400911181555
2,10,4,10,1,0,1000,1000,1024,100,2,29,2.0000892617600385
4,10,2,10,1,0,1,10,1024,100,5,0,0.014332552113472091
2,1,4,10,1,1,1000,1000,1024,100,5,0,1.9999822115308319
2,10,2,1000000,1,1,1000,10,1024,100,5,0,2.0000573665855197
4,1,4,1000000,1,0,1,1000,512,100,5,29,2.0000481029864754
4,10,4,1000000,10,1,1000,10,512,10000,5,29,1.999973569388762
2,10,2,10,1,1,1,1000,1024,100,2,0,2.0001245314577756
4,10,4,1000000,1,0,1000,1000,1024,10000,5,0,0.00022291874484750267
4,10,4,1000000,1,1,1,1000,1024,10000,2,29,0.0022554159413155153
2,1,4,1000000,1,1,1,10,512,10000,2,29,2.0000373622237677
4,1,2,1000000,1,0,1,10,512,100,2,29,0.003331781500638014
2,1,2,1000000,1,1,1,1000,512,100,2,0,2.0001156349639113
4,1,2,1000000,1,1,1000,10,1024,10000,5,0,2.0000170346751407
2,1,2,1000000,1,1,1,10,1024,100,5,29,0.0007710082600212983
4,1,2,10,1,1,1,10,512,10000,5,29,2.000058018782986
4,1,4,10,10,0,1,10,1024,10000,2,0,2.000001931472132
4,10,2,1000000,1,0,1000,1000,1024,100,5,0,1.999966753501977
2,1,4,1000000,1,0,1,10,1024,10000,5,29,1.9998874246785305
4,10,4,10,1,0,1,10,512,10000,2,0,2.0000348873657168
4,10,2,1000000,10,0,1,1000,512,10000,5,0,0.0001963436952982572
4,10,2,10,1,1,1,1000,1024,10000,2,29,0.014377245018839031
4,1,4,1000000,10,1,1,1000,1024,100,2,29,1.9999813771746398
2,10,4,10,10,1,1000,1000,512,100,2,29,2.000071732096948
4,1,4,1000000,10,0,1000,10,512,10000,5,29,1.9999752817550493
2,1,2,1000000,1,0,1,10,1024,100,2,0,0.0012051444711126472
2,1,2,1000000,10,0,1000,1000,1024,10000,2,0,2.000032113165697
4,10,4,10,1,1,1,1000,512,10000,2,29,0.01481032465369298
4,1,4,10,1,0,1000,10,1024,10000,5,29,2.0000603335661853
2,10,4,1000000,1,0,1000,10,1024,10000,2,29,2.0000075688221433
2,1,2,10,1,1,1000,10,1024,10000,5,0,1.9999561112812447
2,10,2,10,1,1,1,10,512,10000,2,0,1.9999767560512964
2,1,4,1000000,1,0,1000,1000,1024,10000,2,29,0.0006381378334419004
2,10,2,1000000,10,0,1,10,1024,100,2,29,2.000073425798616
2,1,2,10,10,0,1,10,512,10000,5,0,2.000118775445252
2,1,2,10,10,1,1000,1000,1024,100,2,29,1.9999684085064136
4,1,4,1000000,1,1,1000,1000,512,10000,2,0,9.085235850285044e-05
4,10,4,1000000,10,1,1000,10,512,100,2,0,1.9999607987290897
4,1,2,1000000,1,0,1,1000,512,100,2,29,1.999926266616835
4,1,4,1000000,10,0,1000,10,512,100,2,0,2.0000894565356333
2,1,2,10,1,0,1000,1000,1024,10000,5,29,0.31218726916947853
4,1,2,1000000,10,0,1000,10,512,100,2,29,0.0026069132874205598
2,1,4,1000000,1,0,1000,1000,512,10000,5,0,8.74267295402659e-05
