ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,78374.6
0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,78522.0
0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,70394.4
1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,72132.0
1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,79207.6
1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,77282.0
0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,80631.8
1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,87300.4
1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,79840.6
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,63410.0
1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,96927.4
1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,75110.2
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,60030.8
1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,81147.6
1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,88751.4
1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,97112.2
0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,87133.8
0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,100291.8
1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,70290.8
0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,83054.2
0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,70851.4
1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,95216.8
1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,78772.0
1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,62192.4
0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,78078.8
1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,92701.4
1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,70136.6
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,71893.4
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,67892.6
1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,75144.0
0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,87996.2
1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,79453.8
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,82044.4
0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,80910.0
1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,83938.6
0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,77143.2
0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,72990.8
0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,76934.8
0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,67807.4
0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,91865.0
0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,76237.8
1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,88700.2
0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,64245.8
0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,94874.4
0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,83831.2
1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,84999.2
0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,82583.0
1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,73582.2
0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,88694.4
1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,90254.4
1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,73413.6
0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,67869.0
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,88565.8
0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,86180.0
1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,78582.8
0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,75201.2
1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,65261.8
0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,94286.8
1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,85873.0
1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,73398.6
0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,75707.4
1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,73209.0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103520.8
1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,74367.0
0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,71054.2
0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,79209.4
0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,86313.2
1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,84997.4
1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,79898.6
0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,83228.6
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,83559.4
1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,86466.6
0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,75418.4
1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,75415.2
0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,73112.8
1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,85850.0
