Iteration,WindowSize,CompressionLevel,Performance
240,21,3,2.512
241,23,9,63.68
242,17,1,1.612
243,19,0,1.614
244,14,7,5.896
245,22,10,256.21
246,18,1,1.63
247,20,5,7.45
248,14,8,6.086
249,13,1,1.514
250,24,2,2.04
251,15,11,292.192
252,14,1,1.46
253,10,4,3.02
254,11,6,3.57
255,12,3,2.426
256,14,1,1.46
257,14,1,1.46
258,14,1,1.46
259,14,1,1.46
260,16,9,9.094
261,21,0,1.604
262,23,7,20.474
263,17,10,307.144
264,19,1,1.604
265,14,1,1.46
266,14,5,4.678
267,22,8,25.432
268,18,2,2.094
269,20,1,1.636
270,13,11,315.078
271,14,1,1.46
272,24,4,2.708
273,15,6,5.306
274,10,3,2.616
275,11,9,6.286
276,12,0,1.528
277,16,7,6.998
278,14,10,301.488
279,21,1,1.598
280,23,5,7.178
281,14,1,1.46
282,17,8,8.454
283,14,1,1.46
284,19,2,2.1
285,22,1,1.586
286,18,11,279.692
287,14,4,2.894
288,20,1,1.636
289,14,6,4.874
290,13,1,1.514
291,24,3,2.478
292,15,9,8.084
293,10,0,1.662
294,11,7,5.078
295,12,10,328.816
296,14,5,4.678
297,16,1,1.598
298,21,8,18.874
299,23,2,2.032
