Iteration,spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
127,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.002950789959836372
128,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0.004962004011557336
129,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.028784582006516547
130,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.0029993054280058073
131,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.006943556297327907
132,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.02780484932576587
133,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019852656387042826
134,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0.0049932756261101404
135,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006971088460692197
136,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.026794120003855854
137,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.002986347570743249
138,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.006942021291901884
139,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006942900096700308
140,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.026824670101251585
141,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.002985068018669228
142,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.004967255617457779
143,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.026824477296200234
144,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019939054075738525
145,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0.004943319033927087
146,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006950451581843093
147,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0.9940529234419465
148,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0.0029969332988399504
149,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0.006970071993098677
150,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0.029785201412409278
151,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019814514720859744
152,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0.004965717358648343
153,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0.9940567395953748
154,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.02778610196256746
155,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0.00694367179264026
156,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.006953723677360621
157,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019729556419727083
158,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001984941222305308
159,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019740129508347857
160,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001992335511722959
161,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001988718905602435
162,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019839116685420053
163,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019984229735163324
164,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001999580844698462
165,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001982206652782433
166,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019821111926554896
167,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0020022043167400305
168,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001968493182672666
169,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0.011908588488876713
170,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.0069592584588031425
171,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0.028785667981780883
172,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019663840295059054
173,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0.9990160766515996
174,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0.006928813250340558
175,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0.006954185510519066
176,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.0039537144157603685
177,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.0069608257066982315
178,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.006937668783705895
179,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.026802993412873222
180,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.0029548565728119516
181,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0.9970117468373022
182,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0.02979903037936752
183,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0.011906973230073548
184,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0.0049466050508044975
185,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0069542510457392915
186,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.026813576972541657
187,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0.0029789156763655156
188,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0.9990094230033371
189,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.006966167795401879
190,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0.006943594653417312
191,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0.01191648631604734
192,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.004972858872525331
193,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.006953110252134516
194,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.029798027327425813
195,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019777105108887416
196,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0.004958733510490079
197,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.9940370870440983
198,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.027827206636821804
199,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0.00595964046401114
200,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.00399130742812374
201,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006951906303711242
202,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.02882467610129022
203,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019903780348776807
204,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0.003961410547945483
205,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0.9940537555310852
206,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.02780488427754859
207,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0.00695959249874295
208,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0.004942205127803963
209,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006950042154799432
210,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.028817509781848317
211,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0020030088143373507
212,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0.003959339005785187
213,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0.9940435714798925
214,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.0278153068053128
215,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0.006946510583221389
216,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0.004949821938565436
217,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006951227786091464
218,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.02878163129784749
219,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019904454534177855
220,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0.004984899455264183
221,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.9940616133051267
222,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.02778757089843432
223,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0.0069531624193584956
224,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0.004958928498031701
225,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006958318649472156
226,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001971206257020575
227,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0020176870289367807
228,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019985226072361684
229,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019659268550843295
230,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019834259403567556
231,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019599443935205485
232,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001980669802924366
233,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019940515507513947
234,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001986289341131659
235,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019847721016540095
236,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001989401963995411
237,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019627901043210287
238,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019728865875240005
239,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001975154791125275
240,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019817156434248136
241,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019907640417266776
242,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.028793407420635037
243,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019679979984649075
244,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.00297454649967559
245,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0.9980380183232327
246,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.006966876532265756
247,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.02781455699172842
248,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0.005946720584021847
249,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0.002984140192123344
250,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006943583383629663
251,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.028808958625766785
252,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019765464776635437
253,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0.004947241003254809
254,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.9940442744208096
255,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.027806299454760743
256,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0.005957881672159447
257,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.003952479932241327
258,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0.0029756246476135063
259,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.006956048121995165
260,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.028824181939177074
261,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.0029662255769595186
262,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0.005965407760703605
263,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0.9940408500723571
264,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.02777774108865221
265,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0.00694443958361937
266,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0.00496709561596686
267,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006964806022544974
268,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.001985233975689095
269,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.028787783424275893
270,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.00298525182115718
271,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.006952579761140841
272,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.9940535924476933
273,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.02781487562748013
274,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0.0059612895367393585
275,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.003993702465250751
276,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.006962593531358217
277,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0019944265985914105
278,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.028813457654604756
279,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.0029703257459803047
280,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.006935588955186489
281,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.994048045893399
282,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.02779806668243544
283,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0.005984580944070258
284,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.003963127359507082
285,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0.002997774007744141
286,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.006943156043816148
287,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.0288067619676343
288,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.0029736253904115253
289,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.006952025660224456
290,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.9940512269218477
291,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.02681832115172832
292,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0.006945729542447075
293,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.00497368534750625
294,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.011923459914898543
295,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.0069435664437254765
296,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.028782366962380714
297,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0.002988290260700607
298,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.0069897006040657485
299,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.9940234837530582
