Iteration,WindowSize,CompressionLevel,Performance
102,14,1,1.46
103,14,1,1.46
104,14,1,1.46
105,14,1,1.46
106,17,1,1.612
107,18,8,9.684
108,14,11,301.078
109,24,7,20.228
110,10,1,1.666
111,16,0,1.59
112,14,2,1.9
113,19,5,7.372
114,20,1,1.636
115,11,6,3.57
116,14,9,7.404
117,22,1,1.586
118,12,10,328.816
119,13,3,2.37
120,21,4,2.768
121,15,1,1.52
122,14,8,6.086
123,23,11,315.238
124,18,7,8.628
125,17,2,2.102
126,24,0,1.574
127,14,5,4.678
128,16,1,1.598
129,10,6,3.386
130,20,1,1.636
131,19,9,14.048
132,14,10,301.488
133,11,1,1.526
134,22,4,2.748
135,12,3,2.426
136,14,1,1.46
137,13,8,5.62
138,21,11,244.72
139,15,7,6.39
140,23,0,1.556
141,14,2,1.9
142,17,1,1.612
143,18,5,6.714
144,14,6,4.874
145,24,1,1.57
146,10,9,6.246
147,16,1,1.598
148,14,10,301.488
149,19,3,2.552
150,20,4,2.808
151,11,1,1.526
152,14,8,6.086
153,22,11,259.594
154,12,7,5.266
155,13,1,1.514
156,21,2,2.06
157,14,0,1.472
158,15,5,5.072
159,23,1,1.572
160,18,6,7.51
161,17,9,10.152
162,14,1,1.46
163,24,10,392.744
164,10,4,3.02
165,16,3,2.508
166,14,1,1.46
167,20,8,14.64
168,19,11,258.502
169,11,7,5.078
170,14,1,1.46
171,22,0,1.596
172,12,2,1.988
173,13,5,4.128
174,21,1,1.598
175,14,6,4.874
176,15,9,8.084
177,23,1,1.572
178,14,10,301.488
179,18,3,2.562
180,17,4,2.848
181,24,1,1.57
182,10,8,5.046
183,16,11,284.296
184,14,7,5.896
185,19,1,1.604
186,20,2,2.088
187,11,0,1.526
188,14,5,4.678
189,22,1,1.586
190,12,6,3.846
191,13,9,6.862
192,21,1,1.598
193,14,10,301.488
194,15,4,2.834
195,23,3,2.478
196,14,1,1.46
197,18,8,9.684
198,17,11,307.42
199,24,1,1.57
200,14,7,5.896
201,10,0,1.662
202,16,2,2.026
203,20,5,7.45
204,19,1,1.604
205,14,6,4.874
206,11,9,6.286
207,22,1,1.586
208,12,10,328.816
209,13,1,1.514
210,14,3,2.302
211,21,4,2.768
212,15,8,6.738
213,23,1,1.572
214,14,11,301.078
215,18,7,8.628
216,24,2,2.04
217,17,0,1.606
218,14,5,4.678
219,10,1,1.666
220,16,6,5.77
221,19,1,1.604
222,20,9,17.4
223,14,10,301.488
224,11,1,1.526
225,22,4,2.748
226,14,1,1.46
227,14,1,1.46
228,14,1,1.46
229,14,1,1.46
230,14,1,1.46
231,14,1,1.46
232,14,1,1.46
233,14,1,1.46
234,12,1,1.542
235,13,3,2.37
236,21,8,18.874
237,14,1,1.46
238,15,11,292.192
239,23,7,20.474
240,14,0,1.472
241,18,2,2.094
242,17,1,1.612
243,24,5,7.154
244,14,1,1.46
245,10,6,3.386
246,16,9,9.094
247,20,1,1.636
248,19,10,258.558
249,14,3,2.302
250,11,4,3.04
251,22,1,1.586
252,14,8,6.086
253,12,11,328.552
254,13,7,5.554
255,21,1,1.598
256,14,2,1.9
257,14,1,1.46
258,14,1,1.46
259,14,1,1.46
260,15,0,1.534
261,23,5,7.178
262,18,6,7.51
263,17,1,1.612
264,10,9,6.246
265,24,10,392.744
266,16,4,2.77
267,19,3,2.552
268,20,1,1.636
269,14,1,1.46
270,14,8,6.086
271,11,11,343.996
272,14,1,1.46
273,22,7,19.626
274,14,1,1.46
275,12,0,1.528
276,13,2,1.942
277,21,5,7.272
278,15,6,5.306
279,23,9,63.68
280,18,1,1.63
281,14,10,301.488
282,17,1,1.612
283,24,4,2.708
284,14,3,2.302
285,14,1,1.46
286,10,8,5.046
287,16,11,284.296
288,20,1,1.636
289,14,1,1.46
290,19,7,10.05
291,11,2,1.998
292,14,0,1.472
293,22,5,7.198
294,12,1,1.542
295,13,6,4.3
296,21,9,23.614
297,15,1,1.52
298,23,10,318.954
299,14,4,2.894
