Iteration,WindowSize,CompressionLevel,Performance
256,22,3,2.5
257,14,1,1.46
258,14,1,1.46
259,14,9,7.404
260,10,1,1.666
261,20,2,2.088
262,17,1,1.612
263,14,8,6.086
264,21,0,1.604
265,13,4,2.972
266,16,1,1.598
267,14,6,4.874
268,11,11,343.996
269,24,7,20.228
270,18,1,1.63
271,14,5,4.678
272,19,1,1.604
273,15,10,291.618
274,14,3,2.302
275,23,1,1.572
276,12,9,6.47
277,14,2,1.9
278,22,1,1.586
279,10,0,1.662
280,20,8,14.64
281,17,4,2.848
282,21,6,10.46
283,13,11,315.078
284,16,1,1.598
285,14,1,1.46
286,14,7,5.896
287,11,5,3.49
288,24,1,1.57
289,14,10,301.488
290,18,3,2.562
291,19,1,1.604
292,15,9,8.084
293,23,2,2.032
294,12,8,5.318
295,22,0,1.596
296,14,4,2.894
297,14,1,1.46
298,10,1,1.666
299,20,6,10.658
