Iteration,WindowSize,CompressionLevel,Performance
122,21,2,2.06
123,10,0,1.662
124,14,11,301.078
125,17,3,2.564
126,20,10,246.512
127,24,8,38.644
128,14,0,1.472
129,12,7,5.266
130,22,5,7.198
131,15,0,1.534
132,11,9,6.286
133,14,6,4.874
134,18,1,1.63
135,16,4,2.77
136,14,0,1.472
137,19,2,2.1
138,23,0,1.556
139,21,11,244.72
140,14,3,2.302
141,13,8,5.62
142,10,10,363.364
143,17,0,1.606
144,20,7,12.338
145,24,5,7.154
146,14,0,1.472
147,12,9,6.47
148,22,6,10.266
149,15,0,1.534
150,11,1,1.526
151,14,4,2.894
152,18,2,2.094
153,14,0,1.472
154,16,11,284.296
155,19,3,2.552
156,23,10,318.954
157,13,8,5.62
158,14,0,1.472
159,21,7,15.806
160,10,0,1.662
161,17,5,5.886
162,20,9,17.4
163,14,6,4.874
164,24,0,1.574
165,12,1,1.542
166,22,4,2.748
167,15,2,1.972
168,14,0,1.472
169,11,11,343.996
170,18,3,2.562
171,14,0,1.472
172,16,8,7.548
173,19,10,258.558
174,23,7,20.474
175,14,0,1.472
176,13,5,4.128
177,21,9,23.614
178,10,0,1.662
179,17,6,6.34
180,20,1,1.636
181,14,4,2.894
182,24,2,2.04
183,12,0,1.528
184,22,11,259.594
185,14,3,2.302
186,15,0,1.534
187,11,10,343.594
188,18,8,9.684
189,14,7,5.896
190,16,0,1.59
191,19,5,7.372
192,23,9,63.68
193,14,0,1.472
194,13,6,4.3
195,21,1,1.598
196,10,4,3.02
197,17,2,2.102
198,14,0,1.472
199,20,11,246.08
200,24,0,1.574
201,12,3,2.426
202,14,8,6.086
203,22,10,256.21
204,15,0,1.534
205,11,7,5.078
206,14,5,4.678
207,18,9,11.954
208,16,0,1.59
209,19,6,9.336
210,14,1,1.46
211,23,1,1.572
212,13,1,1.514
213,21,1,1.598
214,14,1,1.46
215,10,1,1.666
216,17,1,1.612
217,14,1,1.46
218,20,1,1.636
219,14,1,1.46
220,24,1,1.57
221,12,1,1.542
222,22,1,1.586
223,14,1,1.46
224,15,1,1.52
225,11,1,1.526
226,14,1,1.46
227,14,1,1.46
228,14,1,1.46
229,14,1,1.46
230,14,1,1.46
231,14,1,1.46
232,14,1,1.46
233,14,1,1.46
234,14,1,1.46
235,18,1,1.63
236,16,1,1.598
237,19,1,1.604
238,14,1,1.46
239,23,1,1.572
240,13,1,1.514
241,21,1,1.598
242,14,1,1.46
243,10,1,1.666
244,17,4,2.848
245,20,2,2.088
246,14,1,1.46
247,24,11,394.158
248,12,3,2.426
249,22,8,25.432
250,15,10,291.618
251,14,1,1.46
252,11,7,5.078
253,18,5,6.714
254,14,1,1.46
255,16,9,9.094
256,19,6,9.336
257,14,1,1.46
258,23,4,2.726
259,13,2,1.942
260,21,1,1.598
261,14,11,301.078
262,10,3,2.616
263,17,1,1.612
264,20,8,14.64
265,24,10,392.744
266,14,7,5.896
267,12,1,1.542
268,22,5,7.198
269,14,9,7.404
270,15,1,1.52
271,11,6,3.57
272,14,1,1.46
273,18,4,2.824
274,16,2,2.026
275,14,1,1.46
276,19,11,258.502
277,23,1,1.572
278,13,3,2.37
279,14,8,6.086
280,21,10,244.734
281,10,1,1.666
282,17,7,7.636
283,14,5,4.678
284,20,1,1.636
285,24,9,108.602
286,12,6,3.846
287,14,1,1.46
288,22,4,2.748
289,15,1,1.52
290,11,2,1.998
291,14,11,301.078
292,18,1,1.63
293,16,3,2.508
294,14,8,6.086
295,19,10,258.558
296,23,1,1.572
297,14,7,5.896
298,13,5,4.128
299,21,1,1.598
