Iteration,WindowSize,CompressionLevel,Performance
151,12,1,1.542
152,14,5,4.678
153,11,8,5.042
154,15,3,2.392
155,18,1,1.63
156,20,2,2.088
157,14,0,1.472
158,21,4,2.768
159,13,1,1.514
160,23,7,20.474
161,16,11,284.296
162,24,1,1.57
163,14,6,4.874
164,19,10,258.558
165,17,9,10.152
166,14,1,1.46
167,22,5,7.198
168,10,8,5.046
169,12,1,1.542
170,14,3,2.302
171,11,2,1.998
172,15,0,1.534
173,18,1,1.63
174,20,4,2.808
175,14,7,5.896
176,21,11,244.72
177,13,1,1.514
178,23,6,10.22
179,16,10,285.0
180,14,9,7.404
181,24,1,1.57
182,19,5,7.372
183,17,8,8.454
184,14,1,1.46
185,22,3,2.5
186,10,2,2.146
187,14,0,1.472
188,12,1,1.542
189,11,4,3.04
190,15,7,6.39
191,18,1,1.63
192,14,11,301.078
193,20,6,10.658
194,21,10,244.734
195,13,1,1.514
196,23,9,63.68
197,14,5,4.678
198,16,8,7.548
199,24,1,1.57
200,19,3,2.552
201,17,2,2.102
202,14,1,1.46
203,22,0,1.596
204,10,4,3.02
205,14,7,5.896
206,12,1,1.542
207,11,11,343.996
208,15,6,5.306
209,18,10,279.698
210,14,1,1.46
211,20,9,17.4
212,21,5,7.272
213,13,8,5.62
214,23,1,1.572
215,14,3,2.302
216,16,2,2.026
217,24,1,1.57
218,19,0,1.614
219,17,4,2.848
220,14,7,5.896
221,22,1,1.586
222,14,11,301.078
223,10,6,3.386
224,12,10,328.816
225,11,1,1.526
226,14,1,1.46
227,14,1,1.46
228,14,1,1.46
229,14,1,1.46
230,14,1,1.46
231,14,1,1.46
232,14,1,1.46
233,14,1,1.46
234,15,1,1.52
235,18,9,11.954
236,14,5,4.678
237,20,1,1.636
238,21,8,18.874
239,13,3,2.37
240,23,1,1.572
241,14,2,1.9
242,16,0,1.59
243,24,4,2.708
244,19,1,1.604
245,14,7,5.896
246,17,11,307.42
247,22,1,1.586
248,14,6,4.874
249,10,10,363.364
250,12,9,6.47
251,14,1,1.46
252,11,5,3.49
253,15,8,6.738
254,18,1,1.63
255,20,3,2.546
256,14,2,1.9
257,14,1,1.46
258,14,1,1.46
259,21,1,1.598
260,13,0,1.514
261,23,4,2.726
262,14,1,1.46
263,16,7,6.998
264,24,11,394.158
265,19,6,9.336
266,17,10,307.144
267,14,1,1.46
268,22,9,34.292
269,10,5,3.306
270,12,8,5.318
271,11,3,2.476
272,15,1,1.52
273,14,1,1.46
274,14,2,1.9
275,18,1,1.63
276,14,0,1.472
277,20,4,2.808
278,21,1,1.598
279,13,7,5.554
280,14,11,301.078
281,23,1,1.572
282,16,6,5.77
283,24,10,392.744
284,19,1,1.604
285,14,9,7.404
286,17,5,5.886
287,14,1,1.46
288,22,8,25.432
289,10,3,2.616
290,14,1,1.46
291,12,2,1.988
292,11,0,1.526
293,15,1,1.52
294,18,4,2.824
295,20,7,12.338
296,14,11,301.078
297,21,1,1.598
298,14,6,4.874
299,13,10,313.652
